Section,Subject,Name,ID,Home Tuition (Y/N),Class,Rank,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0‑10),Homework (0‑10),Q&A (0‑10),Doubt Asking Rate,Exam Prep (0‑10),Special Problems Completion (%)
a,english,sneha roy,s004,n,0.9045340337332897,-1.474086948191004,1.5572781742323563,1.7599790600651646,1.7400273941374416,1.7102790754865527,1.857600577365635,1.2645627476449233,1.7706131960559295,2.084294366673966,1.6497548276772487,1.6594912810823594
b,maths,karan gupta,s005,y,0.9045340337332897,0.26013299085723596,-0.4328536778217724,-0.5180731679941296,-0.524650342267038,-0.46809002748343087,-0.6870577477927688,-0.4598409991436083,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.6288776969168078
b,science,karan gupta,s005,y,0.9045340337332897,0.26013299085723596,-0.23384049261635956,-0.3711020565064332,-0.29818256862659004,-0.31249223441414636,-0.17812608276108807,0.1149602497859022,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.4763197650501967
b,english,karan gupta,s005,y,0.9045340337332897,0.26013299085723596,-0.1343339000136531,-0.297616500762585,-0.37367182650673936,-0.39029113094878864,-0.17812608276108807,-0.4598409991436083,0.08431491409790147,-0.006970884169478542,-0.25380843502726896,-0.5271724090057337
c,maths,ananya singh,s006,n,0.9045340337332897,-1.647508942095828,1.5572781742323563,1.7599790600651646,1.7400273941374416,1.7880779720211948,1.857600577365635,1.2645627476449233,1.3490386255664224,2.084294366673966,1.6497548276772487,1.6086386371268224
c,science,ananya singh,s006,n,0.9045340337332897,-1.647508942095828,1.45777158162965,1.6864935043213163,1.6645381362572922,1.7102790754865527,1.3486689123339541,1.8393639965744337,1.7706131960559295,1.6660413165052774,1.1738640120011192,1.5577859931712854
c,english,ananya singh,s006,n,0.9045340337332897,-1.647508942095828,1.6567847668350626,1.8334646158090129,1.815516652017591,1.8658768685558371,1.857600577365635,1.8393639965744337,1.3490386255664224,2.084294366673966,1.6497548276772487,1.7103439250378965
a,maths,rohan verma,s007,y,-1.105541596785135,-0.43355498476205995,0.5622122482052919,0.3637535009320488,0.45671001017490315,0.4654967309322763,0.33080558227059265,0.6897614987154127,0.5058894845874085,0.41128216599921036,0.6979731963249899,0.28646989428285907
a,science,rohan verma,s007,y,-1.105541596785135,-0.43355498476205995,0.36319906299987903,0.1432968337005042,0.15475297865430587,0.3098989378629918,0.33080558227059265,0.1149602497859022,0.08431491409790147,-0.006970884169478542,0.22208238064886046,0.18476460637178496
a,english,rohan verma,s007,y,-1.105541596785135,-0.43355498476205995,0.6617188408079984,0.5107246124197452,0.6076885259352018,0.5432956274669186,0.8397372473022734,0.6897614987154127,0.5058894845874085,0.41128216599921036,0.6979731963249899,0.38817518219393315
b,maths,meera iqbal,s008,n,-1.105541596785135,-0.780398972571708,0.6617188408079984,0.7311812796512898,0.7586670416955005,0.5432956274669186,0.33080558227059265,0.6897614987154127,0.9274640550769154,0.41128216599921036,0.6979731963249899,0.8967016217493037
b,science,meera iqbal,s008,n,-1.105541596785135,-0.780398972571708,0.8607320260134113,0.8781523911389862,0.9851348153359484,0.6988934205362031,0.8397372473022734,1.2645627476449233,0.9274640550769154,0.8295352161678993,1.1738640120011192,1.0492595536159148
b,english,meera iqbal,s008,n,-1.105541596785135,-0.780398972571708,0.7612254334107048,0.804666835395138,0.8341562995756497,0.7766923170708454,0.8397372473022734,0.6897614987154127,0.5058894845874085,0.8295352161678993,0.6979731963249899,0.9475542657048407
c,maths,aditya kumar,s009,y,0.9045340337332897,0.780398972571708,-0.8308800482325982,-0.8855009467133705,-0.9020966316677845,-0.9348834066912844,-1.1959894128244495,-1.0346422480731188,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.832288272738956
c,science,aditya kumar,s009,y,0.9045340337332897,0.780398972571708,-0.7313734556298918,-0.8120153909695224,-0.8266073737876353,-0.8570845101566422,-0.6870577477927688,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-0.8831409166944931
c,english,aditya kumar,s009,y,0.9045340337332897,0.780398972571708,-0.6318668630271853,-0.7385298352256742,-0.7511181159074859,-0.7014867170873577,-0.6870577477927688,-0.4598409991436083,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.730582984827882
a,maths,neha patel,s010,n,0.9045340337332897,-1.1272429603813559,1.1592518038215305,1.3925512813459235,1.136113331096247,1.2434856962786989,1.3486689123339541,0.6897614987154127,1.3490386255664224,1.247788266336588,1.1738640120011192,1.4052280613046741
a,science,neha patel,s010,n,0.9045340337332897,-1.1272429603813559,0.9602386186161177,1.172094614114379,0.9851348153359484,1.0878879032094144,0.8397372473022734,0.6897614987154127,0.9274640550769154,0.8295352161678993,0.6979731963249899,1.3035227733936001
a,english,neha patel,s010,n,0.9045340337332897,-1.1272429603813559,1.258758396424237,1.53952239283362,1.2870918468565455,1.3990834893479835,1.3486689123339541,1.2645627476449233,1.3490386255664224,1.247788266336588,1.1738640120011192,1.4560807052602112
b,maths,vivek rao,s011,y,-1.105541596785135,0.086710996952412,-0.23384049261635956,-0.297616500762585,-0.29818256862659004,-0.31249223441414636,-0.6870577477927688,-0.4598409991436083,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.32376183318358553
b,science,vivek rao,s011,y,-1.105541596785135,0.086710996952412,-0.03482730741094669,-0.1506453892748886,-0.14720405286629137,-0.15689444134486183,-0.17812608276108807,0.1149602497859022,0.08431491409790147,-0.006970884169478542,0.22208238064886046,-0.22205654527251145
b,english,vivek rao,s011,y,-1.105541596785135,0.086710996952412,0.06467928519175975,-0.0036742777871922013,-0.07171479498614207,-0.07909554481021956,-0.17812608276108807,0.1149602497859022,-0.3372596563916055,-0.006970884169478542,0.22208238064886046,-0.1712039013169744
c,maths,simran kaur,s012,n,0.9045340337332897,-0.6069769786668839,0.5622122482052919,0.5842101681635934,0.6076885259352018,0.6210945240015608,0.33080558227059265,0.6897614987154127,0.5058894845874085,0.41128216599921036,0.6979731963249899,0.5915857580160814
c,science,simran kaur,s012,n,0.9045340337332897,-0.6069769786668839,0.6617188408079984,0.6576957239074416,0.6831777838153511,0.6988934205362031,0.8397372473022734,0.6897614987154127,0.9274640550769154,0.41128216599921036,0.6979731963249899,0.5407331140605443
c,english,simran kaur,s012,n,0.9045340337332897,-0.6069769786668839,0.7612254334107048,0.7311812796512898,0.7586670416955005,0.7766923170708454,0.8397372473022734,1.2645627476449233,0.9274640550769154,0.8295352161678993,0.6979731963249899,0.6932910459271554
a,maths,aman joshi,s013,y,-1.105541596785135,0.6069769786668839,-0.4328536778217724,-0.5915587237379778,-0.524650342267038,-0.46809002748343087,-0.17812608276108807,-0.4598409991436083,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.4763197650501967
a,science,aman joshi,s013,y,-1.105541596785135,0.6069769786668839,-0.6318668630271853,-0.7385298352256742,-0.6756288580273366,-0.6236878205527154,-0.6870577477927688,-1.0346422480731188,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.6288776969168078
a,english,aman joshi,s013,y,-1.105541596785135,0.6069769786668839,-0.333347085219066,-0.44458761225028137,-0.4491610843868887,-0.39029113094878864,-0.17812608276108807,-0.4598409991436083,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.4254671210946597
b,maths,riya sen,s014,n,0.9045340337332897,-0.26013299085723596,0.26369247039717264,0.1432968337005042,0.15475297865430587,0.2321000413283495,0.33080558227059265,0.1149602497859022,0.08431491409790147,-0.006970884169478542,0.22208238064886046,0.28646989428285907
b,science,riya sen,s014,n,0.9045340337332897,-0.26013299085723596,0.4627056556025855,0.2902679451882006,0.3057314944146045,0.38769783439763406,0.33080558227059265,0.6897614987154127,0.5058894845874085,0.41128216599921036,0.6979731963249899,0.38817518219393315
b,english,riya sen,s014,n,0.9045340337332897,-0.26013299085723596,0.36319906299987903,0.2167823894443524,0.2302422365344552,0.3098989378629918,-0.17812608276108807,0.6897614987154127,0.5058894845874085,0.41128216599921036,0.22208238064886046,0.3373225382383961
c,maths,dev malhotra,s015,y,0.9045340337332897,0.43355498476205995,-0.5323602704244789,-0.5915587237379778,-0.524650342267038,-0.5458889240180732,-0.6870577477927688,-0.4598409991436083,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.4254671210946597
c,science,dev malhotra,s015,y,0.9045340337332897,0.43355498476205995,-0.4328536778217724,-0.5180731679941296,-0.4491610843868887,-0.46809002748343087,-0.17812608276108807,-0.4598409991436083,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.3746144771391226
c,english,dev malhotra,s015,y,0.9045340337332897,0.43355498476205995,-0.333347085219066,-0.44458761225028137,-0.37367182650673936,-0.39029113094878864,-0.17812608276108807,0.1149602497859022,-0.3372596563916055,-0.4252239343381677,-0.25380843502726896,-0.32376183318358553
a,maths,tanya kapoor,s016,n,-1.105541596785135,0.9538209664765319,-0.7313734556298918,-0.8855009467133705,-0.9020966316677845,-0.8570845101566422,-0.6870577477927688,-0.4598409991436083,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.832288272738956
a,science,tanya kapoor,s016,n,-1.105541596785135,0.9538209664765319,-0.9303866408353046,-1.032472058201067,-1.0530751474280833,-1.0126823032259267,-1.1959894128244495,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-0.9848462046055672
a,english,tanya kapoor,s016,n,-1.105541596785135,0.9538209664765319,-0.8308800482325982,-0.9589865024572188,-0.9775858895479339,-0.9348834066912844,-0.6870577477927688,-1.0346422480731188,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.9339935606500301
b,maths,aarav jain,s017,y,0.9045340337332897,1.30066495428618,-1.4279196038488366,-1.2529287254326116,-1.2795429210685312,-1.2460789928298535,-1.7049210778561303,-1.6094434970026292,-1.6019833678601265,-1.2617300346755453,-1.6814808820556573,-1.3408147122943266
b,science,aarav jain,s017,y,0.9045340337332897,1.30066495428618,-1.228906418643424,-1.1059576139449152,-1.1285644053082324,-1.090481199760569,-1.1959894128244495,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-1.2391094243832526
b,english,aarav jain,s017,y,0.9045340337332897,1.30066495428618,-1.3284130112461303,-1.1794431696887633,-1.2040536631883818,-1.1682800962952113,-1.1959894128244495,-1.6094434970026292,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-1.2899620683387896
c,maths,ishita bose,s018,n,-1.105541596785135,1.1272429603813559,-1.228906418643424,-1.1059576139449152,-1.1285644053082324,-1.090481199760569,-1.1959894128244495,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-1.0865514925166413
c,science,ishita bose,s018,n,-1.105541596785135,1.1272429603813559,-1.1293998260407174,-1.032472058201067,-1.0530751474280833,-1.0126823032259267,-0.6870577477927688,-1.0346422480731188,-0.7588342268811125,-0.8434769845068566,-1.2055900663795278,-1.0356988485611043
c,english,ishita bose,s018,n,-1.105541596785135,1.1272429603813559,-1.029893233438011,-0.9589865024572188,-0.9775858895479339,-0.9348834066912844,-0.6870577477927688,-0.4598409991436083,-0.7588342268811125,-0.8434769845068566,-0.7296992507033984,-0.9848462046055672
a,maths,manav khanna,s019,y,0.9045340337332897,1.474086948191004,-1.4279196038488366,-1.3264142811764599,-1.3550321789486806,-1.4016767858991381,-1.1959894128244495,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-1.3408147122943266
a,science,manav khanna,s019,y,0.9045340337332897,1.474086948191004,-1.6269327890542495,-1.4733853926641562,-1.506010694708979,-1.5572745789684226,-1.7049210778561303,-1.6094434970026292,-1.6019833678601265,-1.2617300346755453,-1.6814808820556573,-1.4425200002054006
a,english,manav khanna,s019,y,0.9045340337332897,1.474086948191004,-1.5274261964515432,-1.399899836920308,-1.4305214368288297,-1.4794756824337805,-1.1959894128244495,-1.0346422480731188,-1.1804087973706194,-1.2617300346755453,-1.2055900663795278,-1.3916673562498636
c,maths,pooja nair,s020,n,0.9045340337332897,1.647508942095828,-1.925452566862369,-1.6203565041518526,-1.6569892104692778,-1.635073475503065,-1.7049210778561303,-2.1842447459321397,-1.6019833678601265,-1.2617300346755453,-1.6814808820556573,-1.5950779320720119
c,science,pooja nair,s020,n,0.9045340337332897,1.647508942095828,-1.8259459742596624,-1.5468709484080043,-1.5814999525891285,-1.5572745789684226,-1.7049210778561303,-1.6094434970026292,-2.0235579383496334,-1.2617300346755453,-2.1573716977317865,-1.5442252881164746
c,english,pooja nair,s020,n,0.9045340337332897,1.647508942095828,-1.726439381656956,-1.4733853926641562,-1.506010694708979,-1.4794756824337805,-1.7049210778561303,-1.6094434970026292,-1.6019833678601265,-1.2617300346755453,-1.6814808820556573,-1.4933726441609376
