ID,Section,Subject,Name,Home Tuition (Y/N),Class,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8A6,A,Social,Nupur Roy,N,8,80106,99,42,60,74,4,6,10,0.9,7,54
8A6,A,Painting,Nupur Roy,Y,8,80106,100,52,80,60,5,6,8,0.6,8,58
8A7,A,Maths,Ritu Kumar,N,8,80107,84,77,44,57,7,6,3,0.8,3,84
8A7,A,Physics,Ritu Kumar,Y,8,80107,84,66,65,73,3,9,6,0.8,3,49
8A7,A,Chemistry,Ritu Kumar,N,8,80107,99,67,55,46,5,10,7,1.0,10,55
8A7,A,Biology,Ritu Kumar,N,8,80107,97,40,42,70,7,10,8,1.0,9,36
8A7,A,English,Ritu Kumar,N,8,80107,98,91,40,69,5,4,6,0.9,5,89
8A7,A,Social,Ritu Kumar,Y,8,80107,98,63,72,43,9,9,8,0.7,3,73
8A7,A,Painting,Ritu Kumar,Y,8,80107,88,40,83,64,4,3,5,0.6,4,100
8A8,A,Maths,Riya Agrawal,Y,8,80108,70,45,40,91,3,4,10,0.4,8,69
8A8,A,Physics,Riya Agrawal,Y,8,80108,67,61,52,54,5,10,9,0.9,6,40
8A8,A,Chemistry,Riya Agrawal,N,8,80108,81,76,49,93,10,5,9,0.6,4,83
8A8,A,Biology,Riya Agrawal,Y,8,80108,92,85,80,70,4,6,10,0.7,3,38
8A8,A,English,Riya Agrawal,N,8,80108,82,57,84,89,7,3,7,0.7,3,58
8A8,A,Social,Riya Agrawal,N,8,80108,96,55,97,65,8,3,2,0.4,10,68
8A8,A,Painting,Riya Agrawal,N,8,80108,90,84,72,45,3,7,10,0.9,9,92
8A9,A,Maths,Vijay Murthy,N,8,80109,99,44,72,46,10,3,9,0.9,3,31
8A9,A,Physics,Vijay Murthy,Y,8,80109,98,65,51,52,9,9,7,0.7,7,61
8A9,A,Chemistry,Vijay Murthy,Y,8,80109,95,60,86,81,4,10,9,0.3,10,98
8A9,A,Biology,Vijay Murthy,Y,8,80109,95,66,91,62,6,4,10,0.4,6,45
8A9,A,English,Vijay Murthy,N,8,80109,70,54,70,75,6,5,8,0.7,5,33
8A9,A,Social,Vijay Murthy,Y,8,80109,68,42,97,42,9,6,8,0.8,9,81
8A9,A,Painting,Vijay Murthy,Y,8,80109,100,46,93,50,10,10,2,0.9,8,50
8A10,A,Maths,Siddharth Chetty,Y,8,80110,93,99,51,41,5,9,2,1.0,10,32
8A10,A,Physics,Siddharth Chetty,Y,8,80110,87,95,53,42,7,8,5,0.6,6,83
8A10,A,Chemistry,Siddharth Chetty,N,8,80110,99,92,91,91,5,4,8,0.7,7,49
8A10,A,Biology,Siddharth Chetty,Y,8,80110,92,90,100,54,10,10,8,0.1,5,77
8A10,A,English,Siddharth Chetty,Y,8,80110,98,72,96,70,8,3,4,0.8,10,33
8A10,A,Social,Siddharth Chetty,N,8,80110,83,61,100,94,8,3,8,0.4,8,44
8A10,A,Painting,Siddharth Chetty,N,8,80110,81,59,86,40,5,9,5,0.2,9,59
8A11,A,Maths,Manav Pandey,N,8,80111,83,100,84,43,10,3,9,0.7,9,47
8A11,A,Physics,Manav Pandey,Y,8,80111,84,49,74,70,5,7,4,0.9,3,59
8A11,A,Chemistry,Manav Pandey,N,8,80111,90,40,87,45,6,10,8,0.4,10,37
8A11,A,Biology,Manav Pandey,N,8,80111,68,94,67,42,7,4,2,0.4,5,92
8A11,A,English,Manav Pandey,Y,8,80111,72,90,46,78,6,10,2,0.9,8,56
8A11,A,Social,Manav Pandey,N,8,80111,66,50,85,84,4,5,5,0.3,4,40
8A11,A,Painting,Manav Pandey,Y,8,80111,72,63,84,62,8,7,8,0.2,4,89
8A12,A,Maths,Dev Garg,Y,8,80112,98,52,73,100,4,4,3,0.8,5,65
8A12,A,Physics,Dev Garg,N,8,80112,91,99,83,97,8,10,9,0.3,7,34
8A12,A,Chemistry,Dev Garg,Y,8,80112,94,58,63,76,8,5,4,0.8,3,98
8A12,A,Biology,Dev Garg,Y,8,80112,72,57,54,57,8,5,3,0.7,4,83
8A12,A,English,Dev Garg,N,8,80112,93,76,65,75,6,6,5,1.0,4,64
8A12,A,Social,Dev Garg,Y,8,80112,81,90,88,50,4,7,9,0.5,3,75
8A12,A,Painting,Dev Garg,Y,8,80112,74,75,68,40,3,4,2,0.4,6,69
8A13,A,Maths,Rohan Gill,N,8,80113,87,77,82,43,9,10,7,0.1,10,90
8A13,A,Physics,Rohan Gill,N,8,80113,100,71,60,95,8,8,9,0.4,10,82
8A13,A,Chemistry,Rohan Gill,Y,8,80113,94,53,45,87,8,3,9,0.3,4,88
8A13,A,Biology,Rohan Gill,Y,8,80113,76,75,73,86,3,8,3,0.4,9,32
8A13,A,English,Rohan Gill,Y,8,80113,77,70,81,71,7,5,7,0.7,10,59
8A13,A,Social,Rohan Gill,Y,8,80113,80,48,78,69,8,8,5,0.2,8,45
8A13,A,Painting,Rohan Gill,N,8,80113,99,99,41,40,10,9,10,0.5,5,62
8A14,A,Maths,Siddharth Gupta,N,8,80114,83,46,58,59,5,4,7,0.4,10,56
8A14,A,Physics,Siddharth Gupta,Y,8,80114,91,52,53,43,9,9,8,0.3,3,47
8A14,A,Chemistry,Siddharth Gupta,N,8,80114,92,57,97,100,5,8,7,0.6,3,62
8A14,A,Biology,Siddharth Gupta,N,8,80114,80,78,81,45,10,10,7,0.9,9,42
8A14,A,English,Siddharth Gupta,Y,8,80114,95,46,99,52,4,4,7,0.5,3,57
8A14,A,Social,Siddharth Gupta,N,8,80114,87,83,93,57,10,6,8,0.7,10,72
8A14,A,Painting,Siddharth Gupta,N,8,80114,85,85,51,95,4,5,9,0.6,6,55
8A15,A,Maths,Amit Bansal,Y,8,80115,79,81,100,60,4,7,6,0.9,4,79
8A15,A,Physics,Amit Bansal,Y,8,80115,79,52,78,58,5,4,10,0.5,9,39
8A15,A,Chemistry,Amit Bansal,Y,8,80115,76,93,78,92,7,9,9,0.2,6,50
8A15,A,Biology,Amit Bansal,N,8,80115,67,83,78,96,3,9,8,0.9,3,90
8A15,A,English,Amit Bansal,N,8,80115,83,41,44,77,4,8,6,0.3,10,59
8A15,A,Social,Amit Bansal,N,8,80115,89,49,81,44,8,10,5,0.8,8,40
8A15,A,Painting,Amit Bansal,N,8,80115,92,69,45,85,7,6,10,0.7,8,100
8A16,A,Maths,Kunwar Thakur,Y,8,80116,89,85,91,85,10,10,3,0.1,7,87
8A16,A,Physics,Kunwar Thakur,N,8,80116,73,43,44,52,8,5,8,0.8,10,95
8A16,A,Chemistry,Kunwar Thakur,N,8,80116,67,45,58,76,10,5,4,0.6,4,94
8A16,A,Biology,Kunwar Thakur,N,8,80116,81,84,81,48,6,10,10,0.6,5,64
8A16,A,English,Kunwar Thakur,N,8,80116,95,40,86,62,5,8,7,0.2,10,58
8A16,A,Social,Kunwar Thakur,Y,8,80116,94,73,79,47,9,6,6,0.7,5,56
8A16,A,Painting,Kunwar Thakur,N,8,80116,95,83,68,48,9,5,10,0.5,9,85
8A17,A,Maths,Arun Sandhu,N,8,80117,79,80,43,94,10,6,8,0.3,4,56
8A17,A,Physics,Arun Sandhu,N,8,80117,90,78,56,89,4,3,9,0.7,5,82
8A17,A,Chemistry,Arun Sandhu,N,8,80117,77,93,76,94,7,10,5,0.2,3,87
8A17,A,Biology,Arun Sandhu,N,8,80117,74,41,85,72,8,6,2,0.4,3,51
8A17,A,English,Arun Sandhu,N,8,80117,77,75,58,59,7,10,3,0.7,7,36
8A17,A,Social,Arun Sandhu,Y,8,80117,82,71,92,84,3,3,10,0.6,10,75
8A17,A,Painting,Arun Sandhu,Y,8,80117,89,47,67,79,3,4,9,0.9,4,88
8A18,A,Maths,Kabir Garg,N,8,80118,96,69,65,79,3,5,3,0.4,9,54
8A18,A,Physics,Kabir Garg,Y,8,80118,95,91,73,64,6,10,7,0.8,9,57
8A18,A,Chemistry,Kabir Garg,N,8,80118,76,68,76,50,3,7,2,0.2,9,39
8A18,A,Biology,Kabir Garg,Y,8,80118,87,57,83,100,6,9,5,0.5,9,53
8A18,A,English,Kabir Garg,N,8,80118,100,57,86,49,7,5,10,0.8,8,70
8A18,A,Social,Kabir Garg,N,8,80118,68,76,57,94,7,7,9,0.2,5,74
8A18,A,Painting,Kabir Garg,N,8,80118,70,70,67,57,3,4,4,0.7,7,46
8A19,A,Maths,Varun Bhatt,Y,8,80119,79,57,91,53,7,6,5,0.5,6,50
8A19,A,Physics,Varun Bhatt,N,8,80119,100,82,94,90,9,10,10,0.2,4,51
8A19,A,Chemistry,Varun Bhatt,Y,8,80119,76,76,54,45,10,5,9,0.5,4,99
8A19,A,Biology,Varun Bhatt,N,8,80119,89,86,85,62,7,8,5,0.7,3,71
8A19,A,English,Varun Bhatt,N,8,80119,94,89,50,73,10,8,6,0.4,7,58
8A19,A,Social,Varun Bhatt,Y,8,80119,69,55,93,87,4,6,2,0.6,5,100
8A19,A,Painting,Varun Bhatt,N,8,80119,95,54,68,82,7,9,2,0.7,8,52
8A20,A,Maths,Vikram Jain,N,8,80120,98,72,41,62,6,10,4,0.9,5,65
8A20,A,Physics,Vikram Jain,Y,8,80120,96,49,94,47,6,3,4,0.8,6,84
8A20,A,Chemistry,Vikram Jain,Y,8,80120,69,45,70,51,8,9,9,0.8,8,70
8A20,A,Biology,Vikram Jain,Y,8,80120,69,68,87,55,10,7,2,1.0,9,89
8A20,A,English,Vikram Jain,Y,8,80120,98,79,97,46,4,4,5,1.0,5,92
8A20,A,Social,Vikram Jain,N,8,80120,86,80,87,59,7,10,5,0.3,6,64
8A20,A,Painting,Vikram Jain,Y,8,80120,70,81,74,57,3,5,2,0.9,8,39
8A21,A,Maths,Riya Garg,N,8,80121,79,50,90,68,5,10,6,0.8,3,85
8A21,A,Physics,Riya Garg,Y,8,80121,65,56,50,79,7,3,8,0.6,4,32
8A21,A,Chemistry,Riya Garg,Y,8,80121,70,66,44,51,4,9,8,0.7,9,38
8A21,A,Biology,Riya Garg,Y,8,80121,79,76,49,86,7,10,3,0.2,3,39
8A21,A,English,Riya Garg,N,8,80121,71,50,69,59,5,8,4,0.5,3,48
8A21,A,Social,Riya Garg,N,8,80121,71,78,68,79,10,10,2,0.3,8,38
8A21,A,Painting,Riya Garg,Y,8,80121,100,51,82,48,9,10,2,0.6,10,64
8A22,A,Maths,Pranav Gupta,N,8,80122,77,87,52,91,4,6,8,0.8,5,67
8A22,A,Physics,Pranav Gupta,N,8,80122,91,97,58,88,6,4,2,0.6,5,64
8A22,A,Chemistry,Pranav Gupta,N,8,80122,78,77,53,74,10,9,9,0.8,6,91
8A22,A,Biology,Pranav Gupta,N,8,80122,67,77,69,54,7,10,6,0.7,7,81
8A22,A,English,Pranav Gupta,N,8,80122,92,87,98,41,7,9,7,0.7,4,38
8A22,A,Social,Pranav Gupta,Y,8,80122,67,96,98,49,8,5,7,1.0,7,52
8A22,A,Painting,Pranav Gupta,N,8,80122,74,76,40,44,10,7,2,0.9,6,54
8A23,A,Maths,Sanjay Grewal,Y,8,80123,100,44,84,41,3,3,10,0.7,7,64
8A23,A,Physics,Sanjay Grewal,Y,8,80123,88,77,98,47,9,6,10,1.0,8,69
8A23,A,Chemistry,Sanjay Grewal,Y,8,80123,100,61,73,61,3,10,10,0.1,4,53
8A23,A,Biology,Sanjay Grewal,Y,8,80123,81,69,50,57,6,6,2,1.0,4,85
8A23,A,English,Sanjay Grewal,N,8,80123,91,79,48,47,5,8,4,0.5,4,60
8A23,A,Social,Sanjay Grewal,N,8,80123,66,46,70,59,8,7,4,1.0,3,80
8A23,A,Painting,Sanjay Grewal,Y,8,80123,79,100,93,73,6,5,8,0.8,6,34
8A24,A,Maths,Sanjay Rao,N,8,80124,85,50,91,95,3,3,4,0.1,7,59
8A24,A,Physics,Sanjay Rao,Y,8,80124,79,81,60,54,9,4,7,0.8,7,75
8A24,A,Chemistry,Sanjay Rao,N,8,80124,70,75,46,84,3,5,2,0.6,7,62
8A24,A,Biology,Sanjay Rao,Y,8,80124,78,65,90,44,7,10,7,0.6,10,93
8A24,A,English,Sanjay Rao,N,8,80124,96,96,57,78,8,3,10,0.4,4,77
8A24,A,Social,Sanjay Rao,N,8,80124,99,43,80,46,7,4,2,0.2,4,46
8A24,A,Painting,Sanjay Rao,Y,8,80124,95,88,40,82,3,6,9,0.3,5,35
8A25,A,Maths,Rishabh Balakrishnan,Y,8,80125,74,61,82,61,4,6,7,0.9,5,45
8A25,A,Physics,Rishabh Balakrishnan,N,8,80125,82,85,61,76,3,4,9,0.5,8,75
8A25,A,Chemistry,Rishabh Balakrishnan,N,8,80125,77,58,59,56,4,7,10,1.0,5,37
8A25,A,Biology,Rishabh Balakrishnan,N,8,80125,98,46,82,65,4,9,2,0.5,4,33
8A25,A,English,Rishabh Balakrishnan,N,8,80125,89,93,82,98,8,3,9,0.5,7,73
8A25,A,Social,Rishabh Balakrishnan,N,8,80125,69,81,84,53,5,3,4,0.6,5,79
8A25,A,Painting,Rishabh Balakrishnan,N,8,80125,76,46,62,56,8,10,5,0.5,7,51
8A26,A,Maths,Varun Roy,N,8,80126,72,41,79,87,5,3,3,0.5,8,32
8A26,A,Physics,Varun Roy,Y,8,80126,89,79,44,52,7,4,10,0.2,6,49
8A26,A,Chemistry,Varun Roy,N,8,80126,84,95,71,64,4,8,2,1.0,6,90
8A26,A,Biology,Varun Roy,Y,8,80126,78,89,86,77,9,6,3,0.6,8,89
8A26,A,English,Varun Roy,N,8,80126,65,87,56,70,3,6,2,0.5,7,82
8A26,A,Social,Varun Roy,Y,8,80126,67,98,86,94,9,6,3,0.9,7,69
8A26,A,Painting,Varun Roy,Y,8,80126,75,48,56,90,5,7,2,0.7,4,65
8A27,A,Maths,Tushar Pandey,N,8,80127,66,51,52,74,5,9,3,0.7,10,98
8A27,A,Physics,Tushar Pandey,N,8,80127,66,77,44,72,10,10,8,0.8,3,69
8A27,A,Chemistry,Tushar Pandey,N,8,80127,67,49,49,50,5,5,2,0.4,4,39
8A27,A,Biology,Tushar Pandey,N,8,80127,75,59,79,48,4,6,9,0.7,3,45
8A27,A,English,Tushar Pandey,N,8,80127,66,59,50,87,5,4,9,1.0,4,76
8A27,A,Social,Tushar Pandey,Y,8,80127,87,49,44,94,3,10,7,0.4,3,77
8A27,A,Painting,Tushar Pandey,Y,8,80127,72,83,88,74,6,10,4,0.6,8,84
8A28,A,Maths,Barkha Pillai,Y,8,80128,99,89,74,66,9,10,10,0.3,4,79
8A28,A,Physics,Barkha Pillai,N,8,80128,86,47,95,96,7,6,10,0.2,5,83
8A28,A,Chemistry,Barkha Pillai,N,8,80128,88,53,77,64,9,3,10,0.1,9,82
8A28,A,Biology,Barkha Pillai,N,8,80128,93,49,55,74,7,8,6,0.9,10,56
8A28,A,English,Barkha Pillai,Y,8,80128,71,81,98,85,4,4,6,0.4,10,49
8A28,A,Social,Barkha Pillai,Y,8,80128,95,82,85,71,9,3,7,0.3,6,40
8A28,A,Painting,Barkha Pillai,N,8,80128,86,90,62,88,7,10,5,0.6,7,36
8A29,A,Maths,Amit Ghosh,Y,8,80129,81,59,60,61,3,7,8,0.4,8,58
8A29,A,Physics,Amit Ghosh,N,8,80129,83,93,97,43,6,3,5,0.8,10,36
8A29,A,Chemistry,Amit Ghosh,N,8,80129,87,86,53,91,8,10,3,0.4,3,48
8A29,A,Biology,Amit Ghosh,N,8,80129,98,84,58,69,5,6,8,0.5,4,46
8A29,A,English,Amit Ghosh,Y,8,80129,65,89,73,80,6,3,3,0.4,5,92
8A29,A,Social,Amit Ghosh,N,8,80129,65,100,53,91,4,7,6,0.4,7,31
8A29,A,Painting,Amit Ghosh,Y,8,80129,66,82,97,95,8,10,8,0.5,4,62
8A30,A,Maths,Arun Banerjee,Y,8,80130,74,75,62,59,3,6,10,0.4,7,39
8A30,A,Physics,Arun Banerjee,N,8,80130,99,84,71,63,9,8,5,0.5,6,82
8A30,A,Chemistry,Arun Banerjee,Y,8,80130,90,57,91,84,6,8,3,0.1,8,54
8A30,A,Biology,Arun Banerjee,Y,8,80130,78,73,69,57,10,10,8,0.9,10,52
8A30,A,English,Arun Banerjee,N,8,80130,78,68,99,71,6,3,4,0.4,4,82
8A30,A,Social,Arun Banerjee,Y,8,80130,81,84,73,56,5,6,5,0.7,6,38
8A30,A,Painting,Arun Banerjee,Y,8,80130,65,62,96,76,8,10,5,0.9,6,85
8A31,A,Maths,Arun Bhasin,Y,8,80131,100,87,52,74,4,6,2,0.9,8,83
8A31,A,Physics,Arun Bhasin,Y,8,80131,95,58,52,66,3,4,2,1.0,9,57
8A31,A,Chemistry,Arun Bhasin,Y,8,80131,82,59,78,52,4,10,8,0.3,8,83
8A31,A,Biology,Arun Bhasin,Y,8,80131,88,59,66,86,7,4,8,0.2,6,84
8A31,A,English,Arun Bhasin,N,8,80131,74,88,65,50,3,4,10,0.7,10,91
8A31,A,Social,Arun Bhasin,N,8,80131,97,94,91,53,6,5,10,0.8,8,48
8A31,A,Painting,Arun Bhasin,N,8,80131,70,96,57,89,3,4,3,1.0,7,42
8A32,A,Maths,Rajesh Suri,Y,8,80132,77,78,73,67,9,10,10,0.8,7,60
8A32,A,Physics,Rajesh Suri,N,8,80132,85,56,76,79,5,4,10,0.6,7,79
8A32,A,Chemistry,Rajesh Suri,Y,8,80132,86,65,82,53,5,3,6,0.5,5,58
8A32,A,Biology,Rajesh Suri,Y,8,80132,70,73,84,50,8,5,5,0.2,6,82
8A32,A,English,Rajesh Suri,Y,8,80132,68,72,79,82,5,6,2,0.8,9,80
8A32,A,Social,Rajesh Suri,N,8,80132,67,67,66,68,9,8,7,0.5,4,94
8A32,A,Painting,Rajesh Suri,Y,8,80132,90,43,45,74,8,5,2,0.8,4,42
8A33,A,Maths,Suman Saxena,Y,8,80133,73,72,58,48,3,10,6,0.7,7,90
8A33,A,Physics,Suman Saxena,N,8,80133,93,62,52,46,7,10,9,0.9,8,32
8A33,A,Chemistry,Suman Saxena,Y,8,80133,83,47,93,95,8,9,5,0.9,8,99
8A33,A,Biology,Suman Saxena,N,8,80133,81,40,98,71,8,8,7,0.1,10,92
8A33,A,English,Suman Saxena,N,8,80133,91,45,41,44,9,7,3,0.2,6,92
8A33,A,Social,Suman Saxena,N,8,80133,71,60,94,89,4,8,6,0.7,10,88
8A33,A,Painting,Suman Saxena,Y,8,80133,71,55,95,87,9,8,10,0.3,5,49
8A34,A,Maths,Rajesh Pawar,Y,8,80134,90,45,47,97,4,4,9,0.8,10,69
8A34,A,Physics,Rajesh Pawar,N,8,80134,96,76,70,67,3,9,8,0.7,6,67
8A34,A,Chemistry,Rajesh Pawar,N,8,80134,67,57,95,48,5,3,7,0.2,4,38
8A34,A,Biology,Rajesh Pawar,N,8,80134,77,75,55,41,10,3,9,0.8,5,87
8A34,A,English,Rajesh Pawar,N,8,80134,71,84,92,70,5,4,4,1.0,5,58
8A34,A,Social,Rajesh Pawar,Y,8,80134,87,94,87,55,3,4,2,0.6,6,72
8A34,A,Painting,Rajesh Pawar,Y,8,80134,90,89,59,79,5,8,7,0.2,10,54
8A35,A,Maths,Manav Gupta,N,8,80135,72,41,71,59,4,9,5,0.3,10,62
8A35,A,Physics,Manav Gupta,N,8,80135,96,68,44,51,5,7,6,0.7,10,77
8A35,A,Chemistry,Manav Gupta,Y,8,80135,66,79,42,95,7,5,6,0.3,10,88
8A35,A,Biology,Manav Gupta,Y,8,80135,83,91,90,64,3,7,2,0.4,7,63
8A35,A,English,Manav Gupta,Y,8,80135,81,88,70,60,10,5,6,0.8,4,78
8A35,A,Social,Manav Gupta,Y,8,80135,78,44,41,83,5,9,9,0.2,6,51
8A35,A,Painting,Manav Gupta,Y,8,80135,98,57,46,65,10,4,8,0.6,8,97
8A36,A,Maths,Saurabh Goel,N,8,80136,76,98,40,43,9,10,3,0.4,8,55
8A36,A,Physics,Saurabh Goel,N,8,80136,83,92,43,68,6,9,4,0.2,4,89
8A36,A,Chemistry,Saurabh Goel,N,8,80136,78,56,65,74,7,3,2,0.7,10,63
8A36,A,Biology,Saurabh Goel,N,8,80136,94,97,56,88,8,8,5,0.4,10,44
8A36,A,English,Saurabh Goel,Y,8,80136,72,93,53,47,3,8,9,0.1,7,80
8A36,A,Social,Saurabh Goel,Y,8,80136,70,51,49,68,3,7,4,1.0,4,65
8A36,A,Painting,Saurabh Goel,N,8,80136,96,84,81,68,3,3,10,0.5,7,96
8A37,A,Maths,Rajesh Bajpai,N,8,80137,87,43,55,97,10,3,4,0.5,3,56
8A37,A,Physics,Rajesh Bajpai,N,8,80137,80,90,96,94,9,7,4,0.6,3,30
8A37,A,Chemistry,Rajesh Bajpai,Y,8,80137,79,52,77,63,8,5,5,0.3,8,100
8A37,A,Biology,Rajesh Bajpai,Y,8,80137,92,82,83,40,8,8,4,0.5,5,72
8A37,A,English,Rajesh Bajpai,Y,8,80137,79,61,97,91,8,3,9,0.7,6,60
8A37,A,Social,Rajesh Bajpai,Y,8,80137,75,87,86,76,9,3,3,0.3,6,39
8A37,A,Painting,Rajesh Bajpai,Y,8,80137,75,91,42,93,6,5,3,0.5,7,67
8A38,A,Maths,Mayank Gaekwad,N,8,80138,100,91,50,90,9,9,6,0.4,10,93
8A38,A,Physics,Mayank Gaekwad,Y,8,80138,85,53,81,49,8,3,9,0.8,10,89
8A38,A,Chemistry,Mayank Gaekwad,Y,8,80138,98,61,43,79,5,9,6,0.4,4,99
8A38,A,Biology,Mayank Gaekwad,Y,8,80138,75,53,55,51,6,4,2,0.5,6,93
8A38,A,English,Mayank Gaekwad,Y,8,80138,73,100,96,91,10,3,4,0.4,6,47
8A38,A,Social,Mayank Gaekwad,N,8,80138,99,87,86,54,9,10,7,0.3,7,77
8A38,A,Painting,Mayank Gaekwad,N,8,80138,91,84,47,43,8,6,9,0.9,6,96
8A39,A,Maths,Aarav Balakrishnan,Y,8,80139,77,82,92,46,5,10,8,0.2,10,54
8A39,A,Physics,Aarav Balakrishnan,Y,8,80139,65,88,61,56,6,6,10,0.5,4,79
8A39,A,Chemistry,Aarav Balakrishnan,Y,8,80139,69,46,48,40,10,3,10,0.9,5,86
8A39,A,Biology,Aarav Balakrishnan,Y,8,80139,84,98,91,72,5,8,3,0.9,10,50
8A39,A,English,Aarav Balakrishnan,N,8,80139,71,81,43,79,9,10,5,0.4,4,62
8A39,A,Social,Aarav Balakrishnan,Y,8,80139,86,54,98,91,3,9,2,0.9,3,92
8A39,A,Painting,Aarav Balakrishnan,N,8,80139,93,91,97,59,10,9,10,0.7,3,99
8A40,A,Maths,Divya Rao,Y,8,80140,86,92,90,44,9,9,7,1.0,7,97
8A40,A,Physics,Divya Rao,Y,8,80140,72,71,40,95,4,3,4,0.9,8,81
8A40,A,Chemistry,Divya Rao,Y,8,80140,79,92,94,56,10,10,5,0.7,4,52
8A40,A,Biology,Divya Rao,Y,8,80140,100,98,98,80,5,7,10,0.7,5,68
8A40,A,English,Divya Rao,Y,8,80140,72,81,47,71,10,7,2,0.3,4,88
8A40,A,Social,Divya Rao,N,8,80140,88,99,70,41,6,5,2,0.6,10,42
8A40,A,Painting,Divya Rao,Y,8,80140,86,61,90,73,7,4,6,0.6,8,61
8B1,B,Maths,Kriti Khanna,Y,8,80201,93,83,72,40,4,4,10,0.3,4,80
8B1,B,Physics,Kriti Khanna,N,8,80201,99,54,54,77,4,4,4,0.7,9,34
8B1,B,Chemistry,Kriti Khanna,N,8,80201,100,69,55,92,4,5,3,1.0,7,70
